startup_name,industry,sub_industry,city,investors,funding_round,funding_amount_usd,date,data_source,year,was_url
Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,,2016-03-21,2000_2023,2016.0,False
Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0,2016-03-21,2000_2023,2016.0,False
Byju\\Xe2\\X80\\X99S,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,75000000.0,2016-03-22,2000_2023,2016.0,False
Bigbasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,150000000.0,2016-03-22,2000_2023,2016.0,False
Drivojoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,2016-03-22,2000_2023,2016.0,False
Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,,2016-03-22,2000_2023,2016.0,False
Lifcare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,,2016-03-22,2000_2023,2016.0,False
Creditseva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,360000.0,2016-03-22,2000_2023,2016.0,False
Cityshor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,,2016-03-22,2000_2023,2016.0,False
Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,2016-03-23,2000_2023,2016.0,False
Sp Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,300000.0,2016-03-23,2000_2023,2016.0,False
Stalkbuylove,eCommerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,,2016-03-23,2000_2023,2016.0,False
Ekincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2016-03-23,2000_2023,2016.0,False
Hashlearn,Consumer Internet,Mobile based private tutoring services,Unknown,"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,,2016-03-23,2000_2023,2016.0,False
Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,500000.0,2016-03-23,2000_2023,2016.0,False
Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,2016-03-24,2000_2023,2016.0,False
Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,300000.0,2016-03-28,2000_2023,2016.0,False
Healtheminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Funding,,2016-03-29,2000_2023,2016.0,False
Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0,2016-03-29,2000_2023,2016.0,False
Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700000.0,2016-03-29,2000_2023,2016.0,False
Qikship,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,200000.0,2016-03-29,2000_2023,2016.0,False
Fixnix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,500000.0,2016-03-29,2000_2023,2016.0,False
True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,,2016-03-30,2000_2023,2016.0,False
Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0,2016-03-30,2000_2023,2016.0,False
Switchme,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,,2016-03-31,2000_2023,2016.0,False
Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,,2016-03-31,2000_2023,2016.0,False
Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,,2016-02-01,2000_2023,2016.0,False
Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000.0,2016-02-02,2000_2023,2016.0,False
Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed Funding,,2016-02-02,2000_2023,2016.0,False
Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016-02-02,2000_2023,2016.0,False
Maaxmarket,Consumer Internet,Marketing Automation platform,Unknown,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016-02-02,2000_2023,2016.0,False
Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016-02-02,2000_2023,2016.0,False
Soundsurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016-02-02,2000_2023,2016.0,False
Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,2016-02-03,2000_2023,2016.0,False
Roadgods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016-02-03,2000_2023,2016.0,False
Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed Funding,100000.0,2016-02-03,2000_2023,2016.0,False
Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,30000.0,2016-02-03,2000_2023,2016.0,False
Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,30000.0,2016-02-04,2000_2023,2016.0,False
Magic Crate,Education,Children Education Platform,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,,2016-02-05,2000_2023,2016.0,False
Zendrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016-02-05,2000_2023,2016.0,False
Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private Equity,,2016-02-05,2000_2023,2016.0,False
Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,,2016-02-05,2000_2023,2016.0,False
Bhive,Real Estate,Workspace Rentals,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,,2016-02-05,2000_2023,2016.0,False
Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016-02-05,2000_2023,2016.0,False
American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed Funding,81000.0,2016-02-05,2000_2023,2016.0,False
Dawailelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed Funding,52000.0,2016-02-05,2000_2023,2016.0,False
Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed Funding,1000000.0,2016-02-06,2000_2023,2016.0,False
Livenutrifit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,,2016-02-06,2000_2023,2016.0,False
Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private Equity,,2016-02-08,2000_2023,2016.0,False
Istyleyou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.0,2016-02-08,2000_2023,2016.0,False
Adurcup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016-02-08,2000_2023,2016.0,False
Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private Equity,,2016-02-08,2000_2023,2016.0,False
Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,,2016-02-08,2000_2023,2016.0,False
Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,,2016-02-08,2000_2023,2016.0,False
Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016-02-08,2000_2023,2016.0,False
Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private Equity,,2016-02-08,2000_2023,2016.0,False
Hansel.Io,Technology,Mobile App Tech Solutions,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,,2016-02-08,2000_2023,2016.0,False
Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,,2016-02-09,2000_2023,2016.0,False
Goqii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private Equity,,2016-02-09,2000_2023,2016.0,False
Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,200000.0,2016-02-10,2000_2023,2016.0,False
Glamstudios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,,2016-02-10,2000_2023,2016.0,False
Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,1200000.0,2016-02-10,2000_2023,2016.0,False
Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,150000.0,2016-02-10,2000_2023,2016.0,False
Joulestowatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,,2016-02-10,2000_2023,2016.0,False
Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,,2016-02-10,2000_2023,2016.0,False
Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,,2016-02-10,2000_2023,2016.0,False
Oybob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,,2016-02-10,2000_2023,2016.0,False
Actonmagic,Technology,Cloud Analytics and Management Products,Bangalore,Jayabalan Subramanian,Seed Funding,125000.0,2016-02-12,2000_2023,2016.0,False
Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,2016-02-12,2000_2023,2016.0,False
Igrenenergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed Funding,1000000.0,2016-02-12,2000_2023,2016.0,False
Rksv,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016-02-12,2000_2023,2016.0,False
Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private Equity,5000000.0,2016-02-15,2000_2023,2016.0,False
Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200000000.0,2016-02-15,2000_2023,2016.0,False
Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private Equity,,2016-02-15,2000_2023,2016.0,False
Snapbizz,Technology,Connectivity platform for local grocery stores,Bangalore,Ratan Tata,Private Equity,,2016-02-15,2000_2023,2016.0,False
Goyano,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Mukesh Kumar Gupta,Seed Funding,50000.0,2016-02-15,2000_2023,2016.0,False
Rentsher,Consumer Internet,Online Household Product Rental platform,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,300000.0,2016-02-15,2000_2023,2016.0,False
Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,"Blume Ventures,\\xc2\\xa0 Tracxn Labs",Seed Funding,500000.0,2016-02-15,2000_2023,2016.0,False
Legistify,Consumer Internet,Online Legal services platform,New Delhi,Ranjit Singh,Seed Funding,,2016-02-15,2000_2023,2016.0,False
Tablehero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,1000000.0,2016-02-16,2000_2023,2016.0,False
Betterplace,Technology,Data analytics based Verification services Platform,Bangalore,Unitus Seed Fund,Seed Funding,970000.0,2016-02-16,2000_2023,2016.0,False
Salebhai,eCommerce,"Sweets, Eatables, Handicrafts Online Marketplace",Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,,2016-02-16,2000_2023,2016.0,False
Icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.0,2016-02-16,2000_2023,2016.0,False
Tring,Consumer Internet,Instant Messaging App,Pune,Vishwadeep Bajaj & Others,Seed Funding,,2016-02-16,2000_2023,2016.0,False
Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,,2016-02-16,2000_2023,2016.0,False
Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Lead Angels,Seed Funding,,2016-02-17,2000_2023,2016.0,False
Gamezop,Technology,Mobile Gaming Platform,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,350000.0,2016-02-17,2000_2023,2016.0,False
Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Funding,,2016-02-17,2000_2023,2016.0,False
The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Tiger Global,Private Equity,10000000.0,2016-02-17,2000_2023,2016.0,False
Avanti Learning,Education,Private Coaching Classes,New Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.0,2016-02-17,2000_2023,2016.0,False
Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Ratan Tata,Private Equity,,2016-02-17,2000_2023,2016.0,False
Getvee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,,2016-02-18,2000_2023,2016.0,False
Healthkumbh,Consumer Internet,Health related Information portal,Ahmedabad,Undisclosed investor,Seed Funding,73000.0,2016-02-18,2000_2023,2016.0,False
Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurgaon,"Sujal Shah, Dino Morea",Seed Funding,,2016-02-18,2000_2023,2016.0,False
Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",Private Equity,,2016-02-18,2000_2023,2016.0,False
Careongo,ECommerce,Online Pharmacy store,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,300000.0,2016-02-18,2000_2023,2016.0,False
Ark Robot,Technology,Warehouse Automation,Bangalore,Qualcomm (Through QPrize Contest),Seed Funding,350000.0,2016-02-18,2000_2023,2016.0,False
Jaypore,ECommerce,Ethnic Products marketplace,New Delhi,Aavishkaar,Private Equity,5000000.0,2016-02-19,2000_2023,2016.0,False
Finance Buddha,Consumer Internet,Online Loan Comparison & Discovery platform,Bangalore,Chennai Angels,Seed Funding,,2016-02-19,2000_2023,2016.0,False
Almaconnect,Consumer Internet,Alumni social network,New Delhi,"Mohandas Pai, Varun Aggarwal",Seed Funding,,2016-02-19,2000_2023,2016.0,False
Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Purvi Ventures & Others,Seed Funding,400000.0,2016-02-19,2000_2023,2016.0,False
Localramu,Consumer Internet,mobile based aggregator for local service providers,Bangalore,3 undisclosed investors,Seed Funding,,2016-02-19,2000_2023,2016.0,False
Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Nitin Bagmane & Other undisclosed investors,Seed Funding,1000000.0,2016-02-22,2000_2023,2016.0,False
Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Lightspeed India,Private Equity,3000000.0,2016-02-22,2000_2023,2016.0,False
First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Undisclosed investor,Seed Funding,100000.0,2016-02-22,2000_2023,2016.0,False
Sigtuple,Technology,Healthcare based Tech Solutions,Bangalore,"Sachin Bansal, Binny Bansal, Accel Partners & Others",Seed Funding,,2016-02-22,2000_2023,2016.0,False
Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,"IvyCap Ventures, Orios Venture Partners, Mayfield India",Private Equity,4500000.0,2016-02-22,2000_2023,2016.0,False
Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Indian Angel Network,Seed Funding,37000.0,2016-02-22,2000_2023,2016.0,False
Newslaundry,Consumer Internet,Independent News Media Portal,New Delhi,"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",Private Equity,,2016-02-22,2000_2023,2016.0,False
Cuponation,Consumer Internet,Deals and Discount platform,Gurgaon,"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",Private Equity,11000000.0,2016-02-23,2000_2023,2016.0,False
Aarav Uav,Technology,unmanned aerial vehicles creator,Kanpur,"StartupXseed Ventures, The Phoenix Fund and others",Seed Funding,,2016-02-23,2000_2023,2016.0,False
Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Yajnanarayana Kammaje,Seed Funding,160000.0,2016-02-24,2000_2023,2016.0,False
Loanzen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Tracxn Syndicate,Seed Funding,,2016-02-24,2000_2023,2016.0,False
Nobroker,Consumer Internet,Peer to peer property listing platform,Bangalore,"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",Private Equity,10000000.0,2016-02-24,2000_2023,2016.0,False
Appilyever,Consumer Internet,Online wedding services marketplace,Hyderabad,"Varun Aggarwal, Suresh Venkat, Raj Y",Seed Funding,400000.0,2016-02-24,2000_2023,2016.0,False
Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding,150000.0,2016-02-24,2000_2023,2016.0,False
Feetapart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Vishal Bali & Others,Seed Funding,,2016-02-24,2000_2023,2016.0,False
Ofbusiness,eCommerce,B2B commerce Marketplace,Gurgaon,Matrix Partners India,Private Equity,5000000.0,2016-02-25,2000_2023,2016.0,False
Carveniche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,"Calcutta Angels, Lead Angels & Others",Seed Funding,,2016-02-25,2000_2023,2016.0,False
Juspay,Consumer Internet,Digital Payments solutions,Bangalore,"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",Private Equity,5800000.0,2016-02-25,2000_2023,2016.0,False
Funcart,eCommerce,Party Supplies Etailer,New Delhi,Undisclosed HNIs,Seed Funding,70000.0,2016-02-25,2000_2023,2016.0,False
Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Kapil Goel,Seed Funding,145000.0,2016-02-26,2000_2023,2016.0,False
Edubridge,Consumer Internet,Skill development and vocational training platform,Mumbai,"Insitor Impact Asia Fund, Acumen Fund",Private Equity,2500000.0,2016-02-26,2000_2023,2016.0,False
Nestaway,Consumer Internet,Online Home Rental Marketplace,Bangalore,Ratan Tata,Private Equity,,2016-02-29,2000_2023,2016.0,False
Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Eduardo Saverin,Private Equity,13000000.0,2016-02-29,2000_2023,2016.0,False
Pinclick,Consumer Internet,Online real estate listings,Bangalore,Undisclosed investors,Private Equity,,2016-02-29,2000_2023,2016.0,False
Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",Seed Funding,,2016-01-01,2000_2023,2016.0,False
Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Undisclosed Investors,Seed Funding,,2016-01-01,2000_2023,2016.0,False
Dogspot,ECommerce,Online Pet Store,Gurgaon,Ratan Tata,Seed Funding,,2016-01-04,2000_2023,2016.0,False
Career360,Education,College Education Portal,New Delhi,MeritTrac,Private Equity,,2016-01-04,2000_2023,2016.0,False
B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",Private Equity,6000000.0,2016-01-04,2000_2023,2016.0,False
Wimwi Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,2016-01-05,2000_2023,2016.0,False
Mychild App,Education,Child Disorder Information & Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",Seed Funding,100000.0,2016-01-05,2000_2023,2016.0,False
Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Dinesh Agarwal,Seed Funding,,2016-01-05,2000_2023,2016.0,False
360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Undisclosed,Seed Funding,150000.0,2016-01-05,2000_2023,2016.0,False
Alef\\Nmobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.0,2016-01-05,2000_2023,2016.0,False
Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Ratan Tata,Seed Funding,,2016-01-06,2000_2023,2016.0,False
Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",Seed Funding,,2016-01-06,2000_2023,2016.0,False
Sensara,Technology,"TV Search, Guide and Remote mobile app",Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",Seed Funding,750000.0,2016-01-06,2000_2023,2016.0,False
Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary",Private Equity,1000000.0,2016-01-06,2000_2023,2016.0,False
Planmy\\Nmedicaltrip,Healthcare,Medical Tourism platform,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",Seed Funding,150000.0,2016-01-06,2000_2023,2016.0,False
Mycity4Kids,Education,Children Education & Information platform,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund",Private Equity,3000000.0,2016-01-06,2000_2023,2016.0,False
Justdakhila,Education,School Student admissions platform,New Delhi,Ankur Gupta,Seed Funding,750000.0,2016-01-06,2000_2023,2016.0,False
Pitstop,Consumer Internet,Automobile Service Booking App,Bangalore,Myntra/LivSpace Founders,Seed Funding,,2016-01-07,2000_2023,2016.0,False
Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Undisclosed Investors,Seed Funding,,2016-01-07,2000_2023,2016.0,False
Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Idein Ventures,Seed Funding,160000.0,2016-01-07,2000_2023,2016.0,False
Myly,Education,Mobile Based Education platform,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.0,2016-01-07,2000_2023,2016.0,False
Makemytrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Ctrip.com International Ltd,Private Equity,180000000.0,2016-01-07,2000_2023,2016.0,False
Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Lightbox Ventures,Private Equity,5000000.0,2016-01-08,2000_2023,2016.0,False
Confirmtkt,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",Seed Funding,250000.0,2016-01-08,2000_2023,2016.0,False
Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.0,2016-01-08,2000_2023,2016.0,False
Flatfurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Arun Chandra Mohan,Seed Funding,,2016-01-08,2000_2023,2016.0,False
Lumiere,ECommerce,Organic Food eTailer,Bangalore,Undisclosed investors,Private Equity,,2016-01-09,2000_2023,2016.0,False
Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,5400000.0,2016-01-11,2000_2023,2016.0,False
Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,,2016-01-11,2000_2023,2016.0,False
Freshmenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,16500000.0,2016-01-11,2000_2023,2016.0,False
Savvymob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,1000000.0,2016-01-11,2000_2023,2016.0,False
Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,,2016-01-11,2000_2023,2016.0,False
Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners",Private Equity,100000000.0,2016-01-12,2000_2023,2016.0,False
Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",Private Equity,,2016-01-12,2000_2023,2016.0,False
Ibus Networks,Technology,Next Generation in-building connectivity,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",Private Equity,2300000.0,2016-01-12,2000_2023,2016.0,False
Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,"Equity Crest, Vinners, Sparknext",Seed Funding,250000.0,2016-01-12,2000_2023,2016.0,False
Cartrade,Consumer Internet,Auto Classifieds Portal,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus",Private Equity,145000000.0,2016-01-13,2000_2023,2016.0,False
Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Shiva Ashok & Other unnamed investors,Seed Funding,100000.0,2016-01-13,2000_2023,2016.0,False
Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Unicorn India Ventures,Seed Funding,240000.0,2016-01-13,2000_2023,2016.0,False
